,exchange,base_currency,open_price,high_price,low_price,close_price,krw_volume,base_volume,etime_date
0,Bithumb,BTC,50993000,51121000,50790000,50904000,104495215386.9226,2029.43306792,2021-09-28
1,Bithumb,ETH,3515000,3521000,3477000,3505000,98353012718.6844,27514.4004319,2021-09-28
2,Bithumb,LTC,177800,178700,176400,178300,16451061682.728,91947.05164724,2021-09-28
3,Bithumb,ETC,56050,56150,55500,56100,13783251265.321,243536.1436104,2021-09-28
4,Bithumb,XRP,1127,1129,1119,1126,85619593482.1784,75514059.36928922,2021-09-28
5,Bithumb,BCH,595500,597000,591500,595500,6925032828.6739,11553.20958524,2021-09-28
6,Bithumb,QTUM,11070,11090,10920,11010,4884895409.5866,435277.79626671,2021-09-28
7,Bithumb,BTG,61650,62050,61350,61700,5066396810.888,81449.60596948,2021-09-28
8,Bithumb,EOS,4630,4641,4590,4629,15092998847.9952,3222672.84422052,2021-09-28
9,Bithumb,ICX,1776,1784,1757,1783,1010647639.176,558419.9597994,2021-09-28
10,Bithumb,TRX,104.1,104.4,103.2,104.2,7237717086.6745,68939492.63197913,2021-09-28
11,Bithumb,ELF,707.7,710.3,703,710.1,544489916.7309,749514.46822269,2021-09-28
12,Bithumb,OMG,11490,11490,11110,11220,16328175388.5957,1414373.82396689,2021-09-28
13,Bithumb,KNC,1677,1683,1663,1681,274814238.688,161965.62955083,2021-09-28
14,Bithumb,GLM,527.7,528.5,524.3,528.5,473390865.4497,880439.89499654,2021-09-28
15,Bithumb,ZIL,93.8,94.8,93.32,94.64,207569667.6852,2152605.06489458,2021-09-28
16,Bithumb,WAXP,245.4,246.9,244.1,246.2,1278861210.178,5137516.86850064,2021-09-28
17,Bithumb,POWR,329.8,330.7,326.7,328.7,645943186.8459,1924014.01011781,2021-09-28
18,Bithumb,LRC,440.9,443.8,437.6,442.3,233197831.9806,523272.98567269,2021-09-28
19,Bithumb,STEEM,534.9,534.9,527.3,532.5,734188049.1073,1349726.28597446,2021-09-28
20,Bithumb,STRAX,2090,2107,2080,2107,204173933.967,95891.72814271,2021-09-28
21,Bithumb,ZRX,1013,1018,1006,1018,118093599.8113,113692.44651286,2021-09-28
22,Bithumb,REP,23570,23610,23270,23360,949394555.2809,39534.44579437,2021-09-28
23,Bithumb,XEM,169.1,169.6,167.7,169.1,1614261352.9319,9399901.69386151,2021-09-28
24,Bithumb,SNT,84.52,84.52,83.04,83.84,604147744.4343,7055750.07620758,2021-09-28
25,Bithumb,ADA,2565,2568,2540,2556,18619606707.827,7137088.93706533,2021-09-28
26,Bithumb,CTXC,230.4,230.8,226.4,229.5,569673833.1829,2473241.73619284,2021-09-28
27,Bithumb,BAT,727.3,727.3,720,726.3,134353140.4517,180337.63584454,2021-09-28
28,Bithumb,WTC,987.9,1001,980,1000,319658705.8677,316698.85005716,2021-09-28
29,Bithumb,THETA,5920,5940,5855,5920,1315993704.6619,219013.22432028,2021-09-28
30,Bithumb,LOOM,109.4,154.1,109.4,126.4,2970303846.0692,22828515.08094012,2021-09-28
31,Bithumb,WAVES,29090,29160,28820,29030,1344497357.716,45522.22620238,2021-09-28
32,Bithumb,TRUE,156.2,158,153.8,153.8,528382347.3987,3381073.39889176,2021-09-28
33,Bithumb,LINK,28170,28170,27700,27880,7743002227.2619,273487.18378972,2021-09-28
34,Bithumb,ENJ,1526,1526,1505,1521,697099342.8244,451856.65452997,2021-09-28
35,Bithumb,VET,104.6,104.6,103.3,103.6,4095220190.6163,38638295.85779242,2021-09-28
36,Bithumb,MTL,3387,3404,3339,3401,2817700955.3225,820438.54757179,2021-09-28
37,Bithumb,IOST,65.84,66.2,65.2,65.76,4222843163.3619,62739851.90668012,2021-09-28
38,Bithumb,TMTG,2.292,2.421,2.292,2.331,312197955.7753,133349656.81424099,2021-09-28
39,Bithumb,QKC,19.93,20,19.79,19.96,420447996.3302,20660553.92887433,2021-09-28
40,Bithumb,HDAC,129.7,134.2,112.3,114.1,12995883456.6885,93869913.36653724,2021-09-28
41,Bithumb,AMO,2.505,2.505,2.404,2.426,2688455377.7381,1047415808.02438041,2021-09-28
42,Bithumb,BSV,156700,156700,154000,155900,1834539784.7107,11686.48827637,2021-09-28
43,Bithumb,ORBS,118.9,119.6,118,118.7,827221432.6763,6842048.54446066,2021-09-28
44,Bithumb,TFUEL,316.2,316.2,311.3,312,1264498501.3605,3951218.44318536,2021-09-28
45,Bithumb,VALOR,390,390,388,388,26358000.3106,68022.78840116,2021-09-28
46,Bithumb,CON,2.602,2.602,2.566,2.599,146159768.0851,56668425.97224453,2021-09-28
47,Bithumb,ANKR,92.61,92.61,91.21,92.42,1184611065.2484,12745404.08092202,2021-09-28
48,Bithumb,MIX,4.701,4.701,4.5,4.638,3086532786.6294,646540316.6146906,2021-09-28
49,Bithumb,CRO,183.2,183.5,180.1,182.6,597582850.055,3226985.07849661,2021-09-28
50,Bithumb,FX,797,803.3,788.3,795.9,968988960.896,1192544.26690266,2021-09-28
51,Bithumb,CHR,317.7,317.7,314,315.8,280122335.161,868086.33542931,2021-09-28
52,Bithumb,MBL,8.683,8.692,8.602,8.647,489091659.6666,55620786.1292784,2021-09-28
53,Bithumb,MXC,25.43,25.43,25.22,25.39,184541894.6348,7145583.22128527,2021-09-28
54,Bithumb,FCT,150.3,151.5,149.6,150.7,259876371.5941,1686384.77217822,2021-09-28
55,Bithumb,TRV,17.23,17.37,17.22,17.22,142802080.7354,8151498.30524833,2021-09-28
56,Bithumb,DAD,202,205,200.6,203,43438810.217,211528.68346156,2021-09-28
57,Bithumb,WOM,151.1,151.1,147.8,148.1,109593042.3149,723302.34477687,2021-09-28
58,Bithumb,SOC,23.45,23.69,22.92,23.41,1702078174.9152,71713690.67240669,2021-09-28
59,Bithumb,EM,4.549,4.549,4.48,4.501,364598604.2333,79856629.08321222,2021-09-28
60,Bithumb,BOA,102.2,105.7,101.8,104.9,480591116.8246,4496604.3203511,2021-09-28
61,Bithumb,FLETA,11.8,11.8,11.51,11.56,544459883.3392,45201388.46100527,2021-09-28
62,Bithumb,SXP,2493,2496,2465,2489,2802114793.3647,1108822.23808378,2021-09-28
63,Bithumb,COS,20.11,20.11,19.66,19.8,696697623.6525,34323885.89661802,2021-09-28
64,Bithumb,APIX,59.09,59.09,57,57.9,501054118.6083,8326105.54630044,2021-09-28
65,Bithumb,EL,7.171,7.182,7.11,7.12,408845467.2442,56751105.01408809,2021-09-28
66,Bithumb,BASIC,13.86,14.79,13.64,14.19,2940392080.5659,204759952.91063787,2021-09-28
67,Bithumb,HIVE,645.3,646.4,640.4,643.5,1636484904.8551,2467012.35886076,2021-09-28
68,Bithumb,XPR,9.726,10.63,9.555,9.578,1087865059.7502,110405588.13260349,2021-09-28
69,Bithumb,VRA,32.94,33.34,32.14,32.9,1074139161.585,31012918.95319493,2021-09-28
70,Bithumb,FIT,1.31,1.318,1.252,1.283,886593037.6081,664795917.82175761,2021-09-28
71,Bithumb,EGG,4.702,4.728,4.685,4.71,216595746.1741,46226316.67655089,2021-09-28
72,Bithumb,BORA,170.3,170.7,170,170.7,756897639.8638,4332314.19582619,2021-09-28
